source_type,source_file,brand,topic,sentiment,title,text,chunk_id
review_evidence,data\camera_sentiment_label.xlsx,富士,Logistics & Service,positive,Review evidence - Fujifilm (富士) - Logistics & Service - positive,"Representative review evidence.
Brand: Fujifilm (富士).
Topic: Logistics & Service.
Rule-based sentiment: positive.
Model-predicted sentiment: positive.
Date: 2025-09-03.
Product spec: 银色15-45套机.
Review text: 收到货了，这款相机款式很好看，包装完好，拍照清晰，外形感觉很复古，携带方便，这是帮朋友买的第二个了，
京东物流很给力，自营店品质有保证，下次还会光顾！
Scores: positive=0.993, neutral=0.007, negative=0.001, referral=0.111, community=0.000, discussion=0.000.",chunk_00047
review_evidence,data\camera_sentiment_label.xlsx,富士,Performance & Quality,positive,Review evidence - Fujifilm (富士) - Performance & Quality - positive,"Representative review evidence.
Brand: Fujifilm (富士).
Topic: Performance & Quality.
Rule-based sentiment: positive.
Model-predicted sentiment: positive.
Date: 2025-11-25.
Product spec: 黑色15-45套机.
Review text: 富士相机外观精美，性能卓越，拍照效果出色，值得购买！相机设计独特，功能齐全，使用起来得心应手，物流速度快。性价比高，色彩还原自然，拍照效果极佳，值得推荐！色彩还原准确，操作简便，非常满意！
Scores: positive=0.994, neutral=0.005, negative=0.001, referral=0.111, community=0.000, discussion=0.000.",chunk_00048
review_evidence,data\camera_sentiment_label.xlsx,富士,Performance & Quality,positive,Review evidence - Fujifilm (富士) - Performance & Quality - positive,"Representative review evidence.
Brand: Fujifilm (富士).
Topic: Performance & Quality.
Rule-based sentiment: positive.
Model-predicted sentiment: positive.
Date: 2025-11-14.
Product spec: 银色15-45套机.
Review text: 好看，拍照清晰，清晰
Scores: positive=0.988, neutral=0.010, negative=0.001, referral=0.000, community=0.000, discussion=0.000.",chunk_00049
review_evidence,data\camera_sentiment_label.xlsx,富士,Performance & Quality,positive,Review evidence - Fujifilm (富士) - Performance & Quality - positive,"Representative review evidence.
Brand: Fujifilm (富士).
Topic: Performance & Quality.
Rule-based sentiment: positive.
Model-predicted sentiment: positive.
Date: 2026-02-23.
Product spec: 黑色15-45套机.
Review text: 作为新手摸索使用这款富士相机，换镜头便利操作无压力。色彩还原度高，能原图直出效果佳，成像真实自然，不愧是富士，值得入手。
Scores: positive=0.988, neutral=0.010, negative=0.002, referral=0.000, community=0.000, discussion=0.000.",chunk_00050
review_evidence,data\camera_sentiment_label.xlsx,富士,Unassigned,positive,Review evidence - Fujifilm (富士) - Unassigned - positive,"Representative review evidence.
Brand: Fujifilm (富士).
Topic: Unassigned.
Rule-based sentiment: positive.
Model-predicted sentiment: positive.
Date: 2025-12-18.
Product spec: 银色XC35套机.
Review text: 很好哦-！！！！！！！！！
Scores: positive=0.916, neutral=0.072, negative=0.011, referral=0.000, community=0.000, discussion=0.000.",chunk_00051
review_evidence,data\camera_sentiment_label.xlsx,尼康,Appearance & Satisfaction,positive,Review evidence - Nikon (尼康) - Appearance & Satisfaction - positive,"Representative review evidence.
Brand: Nikon (尼康).
Topic: Appearance & Satisfaction.
Rule-based sentiment: positive.
Model-predicted sentiment: positive.
Date: 2026-01-25.
Product spec: Z30(16-50 + 50-250)双镜头套装 标配【送膜+64G卡+相机包+座充+晒单送三脚架】.
Review text: 相机非常好，性价比很高，很轻薄，还有带着很方便携带，相机自重不重，非常适合女生还有初学者使用。包包也是防震的，还有香包，一股淡淡的茶香，很喜欢。拍照非常清晰，说明书也很详细。
Scores: positive=0.995, neutral=0.005, negative=0.001, referral=0.000, community=0.000, discussion=0.000.",chunk_00052
review_evidence,data\camera_sentiment_label.xlsx,尼康,Appearance & Satisfaction,positive,Review evidence - Nikon (尼康) - Appearance & Satisfaction - positive,"Representative review evidence.
Brand: Nikon (尼康).
Topic: Appearance & Satisfaction.
Rule-based sentiment: positive.
Model-predicted sentiment: positive.
Date: 2022-12-24.
Product spec: 黑色 16-50mm套机.
Review text: 买的套机纯粹因为预算不足，因为是新手的原因感觉套机拍景和手机区别真的不太大～有预算还是建议上双镜头！！相机质感很好，方便携带，套机平时记录日常还是够的～～翻转屏真的很方便！！在同价位中算是质感比较好的。很喜欢，新手可冲！
Scores: positive=0.994, neutral=0.006, negative=0.001, referral=0.000, community=0.000, discussion=0.000.",chunk_00053
review_evidence,data\camera_sentiment_label.xlsx,尼康,Appearance & Satisfaction,positive,Review evidence - Nikon (尼康) - Appearance & Satisfaction - positive,"Representative review evidence.
Brand: Nikon (尼康).
Topic: Appearance & Satisfaction.
Rule-based sentiment: positive.
Model-predicted sentiment: positive.
Date: 2025-03-28.
Product spec: Z30独立单机(未开封原包装) 官方标配【下单送屏幕膜+品牌座充+相机包】.
Review text: 第一次拍，刚开始学，感觉相机非常好用，感觉后续照片会更好，拍出来的照片比手机真强太多了，强力推荐 很喜欢
Scores: positive=0.992, neutral=0.007, negative=0.001, referral=0.111, community=0.000, discussion=0.000.",chunk_00054
review_evidence,data\camera_sentiment_label.xlsx,尼康,Design & Portability,positive,Review evidence - Nikon (尼康) - Design & Portability - positive,"Representative review evidence.
Brand: Nikon (尼康).
Topic: Design & Portability.
Rule-based sentiment: positive.
Model-predicted sentiment: positive.
Date: 2024-11-30.
Product spec: Z30 + 18-140mm套机.
Review text: 很喜欢，非常轻便，拍照也不错，
产品包装：包装完好，保护很好
成像效果：不错，锐利
外形外观：便携，容易抓握
反应速度：很快
其他特色：色彩很棒手柄更大、握持更深，屏幕精细程度更高
Scores: positive=0.998, neutral=0.002, negative=0.000, referral=0.000, community=0.000, discussion=0.000.",chunk_00055
review_evidence,data\camera_sentiment_label.xlsx,尼康,Design & Portability,positive,Review evidence - Nikon (尼康) - Design & Portability - positive,"Representative review evidence.
Brand: Nikon (尼康).
Topic: Design & Portability.
Rule-based sentiment: positive.
Model-predicted sentiment: positive.
Date: 2025-11-30.
Product spec: Z30(16-50 + 50-250)双镜头套装 标配【送64G卡+膜+相机包+座充】不要可折价.
Review text: 产品包装：严实完好
外形外观：美观崭新
成像效果：好 如图可见
反应速度：快速准确
便携性能：最轻的微单相机了
Scores: positive=0.998, neutral=0.002, negative=0.000, referral=0.000, community=0.000, discussion=0.000.",chunk_00056
review_evidence,data\camera_sentiment_label.xlsx,尼康,Design & Portability,positive,Review evidence - Nikon (尼康) - Design & Portability - positive,"Representative review evidence.
Brand: Nikon (尼康).
Topic: Design & Portability.
Rule-based sentiment: positive.
Model-predicted sentiment: positive.
Date: 2024-12-21.
Product spec: 黑色 16-50mm套机.
Review text: 产品包装：产品包装非常新未拆封
外形外观：Z三零机型很硬朗，符合我的审美观
成像效果：成像效果在半画幅中算是很不错的
反应速度：拍照的反应速度也值得，这个价格很不错！
Scores: positive=0.997, neutral=0.003, negative=0.000, referral=0.000, community=0.000, discussion=0.000.",chunk_00057
review_evidence,data\camera_sentiment_label.xlsx,尼康,Logistics & Service,positive,Review evidence - Nikon (尼康) - Logistics & Service - positive,"Representative review evidence.
Brand: Nikon (尼康).
Topic: Logistics & Service.
Rule-based sentiment: positive.
Model-predicted sentiment: positive.
Date: 2022-08-30.
Product spec: 黑色 16-50mm套机.
Review text: 产品包装：收到快递包装完好，内物填充也保证相机运输很安全

外形外观：翻转屏好评，非常深的握柄好评，前后拨轮和各个大部分按钮位置，都能让右手一只手掌控，好评

反应速度：设置里可以提高对焦速度

便携性能：拿在手里非常小巧一只手可以快速拍照

其他特色：京东送的相机包也不错完全够用
Scores: positive=0.998, neutral=0.002, negative=0.000, referral=0.000, community=0.000, discussion=0.000.",chunk_00058
review_evidence,data\camera_sentiment_label.xlsx,尼康,Logistics & Service,positive,Review evidence - Nikon (尼康) - Logistics & Service - positive,"Representative review evidence.
Brand: Nikon (尼康).
Topic: Logistics & Service.
Rule-based sentiment: positive.
Model-predicted sentiment: positive.
Date: 2023-06-24.
Product spec: Z30 单机.
Review text: 小白的第一台相机，纠结很久，最后选择加入尼康大军，相机很好，小巧轻便，外观很好看，拿起来也很有质感,发货速度很快，东西很好，这也是我的第一部尼康相机，非常喜欢，颜值很高，虽然充电稍微久了点，但是也挺耐用的，性价比很高
Scores: positive=0.997, neutral=0.002, negative=0.000, referral=0.000, community=0.000, discussion=0.000.",chunk_00059
review_evidence,data\camera_sentiment_label.xlsx,尼康,Logistics & Service,positive,Review evidence - Nikon (尼康) - Logistics & Service - positive,"Representative review evidence.
Brand: Nikon (尼康).
Topic: Logistics & Service.
Rule-based sentiment: positive.
Model-predicted sentiment: positive.
Date: 2026-01-28.
Product spec: Z30(16-50 + 50-250)双镜头套装 标配【送膜+64G卡+相机包+座充+晒单送三脚架】.
Review text: 选了很久，还是选了Z30，性价比高，适合我这样的新手入门。相机已到，非常喜欢，暂时都没有什么问题，官网也都顺利注册。坐等天晴，出门拍照。
Scores: positive=0.995, neutral=0.004, negative=0.001, referral=0.000, community=0.000, discussion=0.111.",chunk_00060
review_evidence,data\camera_sentiment_label.xlsx,尼康,Performance & Quality,neutral,Review evidence - Nikon (尼康) - Performance & Quality - neutral,"Representative review evidence.
Brand: Nikon (尼康).
Topic: Performance & Quality.
Rule-based sentiment: neutral.
Model-predicted sentiment: neutral.
Date: 2025-12-22.
Product spec: 黑色 16-50mm+50-250mm 双镜头套机.
Review text: 可以呢，很轻，带着很便携，拍照用着很顺希
望拍照技术能有所长进，买的双套头。就是光圈
比较小，后面需要拍人像的话，在入手个打光定。
Scores: positive=0.385, neutral=0.574, negative=0.041, referral=0.000, community=0.000, discussion=0.000.",chunk_00061
review_evidence,data\camera_sentiment_label.xlsx,尼康,Performance & Quality,neutral,Review evidence - Nikon (尼康) - Performance & Quality - neutral,"Representative review evidence.
Brand: Nikon (尼康).
Topic: Performance & Quality.
Rule-based sentiment: neutral.
Model-predicted sentiment: neutral.
Date: 2025-12-18.
Product spec: 黑色 16-50mm套机.
Review text: 可以呢，很轻，带着很便携，拍照用着很顺手，希等鹅
照技术能有所长进，买的双套头。就是光圈比较心”
后面需要拍人像的话，在入手个打光定。
Scores: positive=0.385, neutral=0.562, negative=0.053, referral=0.000, community=0.000, discussion=0.000.",chunk_00062
review_evidence,data\camera_sentiment_label.xlsx,尼康,Performance & Quality,neutral,Review evidence - Nikon (尼康) - Performance & Quality - neutral,"Representative review evidence.
Brand: Nikon (尼康).
Topic: Performance & Quality.
Rule-based sentiment: neutral.
Model-predicted sentiment: neutral.
Date: 2025-12-05.
Product spec: 黑色 16-50mm+50-250mm 双镜头套机.
Review text: 可以呢，很轻，带着很便携，拍照用着很顺手，希望拍照技术能有所长进，买的双套头。就是光圈比较小，后面需要拍人像的话，在入手个打光定。
Scores: positive=0.426, neutral=0.529, negative=0.045, referral=0.000, community=0.000, discussion=0.000.",chunk_00063
review_evidence,data\camera_sentiment_label.xlsx,尼康,Performance & Quality,positive,Review evidence - Nikon (尼康) - Performance & Quality - positive,"Representative review evidence.
Brand: Nikon (尼康).
Topic: Performance & Quality.
Rule-based sentiment: positive.
Model-predicted sentiment: positive.
Date: 2026-02-28.
Product spec: Z30单机/拆单机身（可注册） 标配【送膜+64G卡+相机包+座充+清洁套+腕带】.
Review text: 这款相机颜值高、操作简单，成像清晰色彩自然，对焦快续航够用，日常拍照录视频都很稳，性价比超高，非常满意，推荐入手！
Scores: positive=0.994, neutral=0.005, negative=0.001, referral=0.111, community=0.000, discussion=0.000.",chunk_00064
review_evidence,data\camera_sentiment_label.xlsx,尼康,Performance & Quality,positive,Review evidence - Nikon (尼康) - Performance & Quality - positive,"Representative review evidence.
Brand: Nikon (尼康).
Topic: Performance & Quality.
Rule-based sentiment: positive.
Model-predicted sentiment: positive.
Date: 2026-02-15.
Product spec: Z30(16-50 + 50-250)双镜头套装 标配【送膜+64G卡+相机包+座充+清洁套+腕带】.
Review text: 这款相机成像清晰细腻，色彩自然有质感，操作简单易上手，对焦快、续航够用，日常记录、旅行拍照都很合适，性价比高，颜值也耐看，非常满意！
Scores: positive=0.993, neutral=0.006, negative=0.001, referral=0.000, community=0.000, discussion=0.000.",chunk_00065
review_evidence,data\camera_sentiment_label.xlsx,尼康,Performance & Quality,positive,Review evidence - Nikon (尼康) - Performance & Quality - positive,"Representative review evidence.
Brand: Nikon (尼康).
Topic: Performance & Quality.
Rule-based sentiment: positive.
Model-predicted sentiment: positive.
Date: 2022-08-28.
Product spec: Z30 单机.
Review text: 一直是尼康老用户，用过d700，d3，单反全画幅很给力，不过太重了。微单时代，还是选择尼康，轻巧画质好，触摸屏很方便，新机型对焦好太多，很喜欢！
Scores: positive=0.992, neutral=0.007, negative=0.001, referral=0.000, community=0.000, discussion=0.000.",chunk_00066
review_evidence,data\camera_sentiment_label.xlsx,索尼,Appearance & Satisfaction,positive,Review evidence - Sony (索尼) - Appearance & Satisfaction - positive,"Representative review evidence.
Brand: Sony (索尼).
Topic: Appearance & Satisfaction.
Rule-based sentiment: positive.
Model-predicted sentiment: positive.
Date: 2024-09-10.
Product spec: 黑色 单机.
Review text: 挑选了很久最终选了zve10，作为小白的第一款相机再适合不过了。小巧轻便，sony的颜值还是杠杠的，能抢到也是运气很好，非常喜欢，功能还需要摸索，期待能产出好看的照片！
Scores: positive=0.996, neutral=0.003, negative=0.001, referral=0.000, community=0.000, discussion=0.000.",chunk_00067
review_evidence,data\camera_sentiment_label.xlsx,索尼,Appearance & Satisfaction,positive,Review evidence - Sony (索尼) - Appearance & Satisfaction - positive,"Representative review evidence.
Brand: Sony (索尼).
Topic: Appearance & Satisfaction.
Rule-based sentiment: positive.
Model-predicted sentiment: positive.
Date: 2023-10-29.
Product spec: 黑色单机【64G卡+皮套+888】 官方标配（不含内存卡）.
Review text: 相机和送的赠品都很好，黑色有质感，很喜欢，操作页面也没传说的那么不好用，个人觉得还不错。
买的单机配的镜头，拍出的照片感觉可以～
Scores: positive=0.992, neutral=0.007, negative=0.001, referral=0.000, community=0.000, discussion=0.000.",chunk_00068
review_evidence,data\camera_sentiment_label.xlsx,索尼,Appearance & Satisfaction,positive,Review evidence - Sony (索尼) - Appearance & Satisfaction - positive,"Representative review evidence.
Brand: Sony (索尼).
Topic: Appearance & Satisfaction.
Rule-based sentiment: positive.
Model-predicted sentiment: positive.
Date: 2025-08-31.
Product spec: 黑色套机【128卡+皮套+电池+充电器+888】 官方标配（不含内存卡）.
Review text: 相机到手非常有质感，非常好看，很喜欢，拍照也很好看，小巧便携，带出去拍照非常可以！拍视频也很流畅，非常推荐！
Scores: positive=0.992, neutral=0.007, negative=0.001, referral=0.111, community=0.000, discussion=0.000.",chunk_00069
review_evidence,data\camera_sentiment_label.xlsx,索尼,Design & Portability,positive,Review evidence - Sony (索尼) - Design & Portability - positive,"Representative review evidence.
Brand: Sony (索尼).
Topic: Design & Portability.
Rule-based sentiment: positive.
Model-predicted sentiment: positive.
Date: 2025-06-14.
Product spec: 白色套机【64G卡+皮套+888】 官方标配（不含内存卡）.
Review text: 产品包装：好
外形外观：很好
成像效果：非常好
反应速度：非常非常好
便携性能：超级超级好
Scores: positive=0.998, neutral=0.002, negative=0.000, referral=0.000, community=0.000, discussion=0.000.",chunk_00070
review_evidence,data\camera_sentiment_label.xlsx,索尼,Design & Portability,positive,Review evidence - Sony (索尼) - Design & Portability - positive,"Representative review evidence.
Brand: Sony (索尼).
Topic: Design & Portability.
Rule-based sentiment: positive.
Model-predicted sentiment: positive.
Date: 2024-09-28.
Product spec: 白色 16-50标准镜头套装.
Review text: 外形外观：相机外观颜值真的超高，拿在手上手感也很不错
成像效果：自带的镜头拍的也很不错
便携性能：相机机身很轻，方便携带
Scores: positive=0.997, neutral=0.002, negative=0.000, referral=0.000, community=0.000, discussion=0.000.",chunk_00071
review_evidence,data\camera_sentiment_label.xlsx,索尼,Design & Portability,positive,Review evidence - Sony (索尼) - Design & Portability - positive,"Representative review evidence.
Brand: Sony (索尼).
Topic: Design & Portability.
Rule-based sentiment: positive.
Model-predicted sentiment: positive.
Date: 2025-07-18.
Product spec: E10L套机 白【赠 相机套+64G卡】 官方标配【国补专享】.
Review text: 外形外观：很漂亮很喜欢
成像效果：不错可以再配个镜头
产品包装：密封的很好
便携性能：很便益
其他特色：白色深的我心
Scores: positive=0.997, neutral=0.003, negative=0.000, referral=0.000, community=0.000, discussion=0.000.",chunk_00072
review_evidence,data\camera_sentiment_label.xlsx,索尼,Logistics & Service,positive,Review evidence - Sony (索尼) - Logistics & Service - positive,"Representative review evidence.
Brand: Sony (索尼).
Topic: Logistics & Service.
Rule-based sentiment: positive.
Model-predicted sentiment: positive.
Date: 2025-10-18.
Product spec: 白色 16-50标准镜头套装.
Review text: 性价比拉满，成像效果很好，很适合新手。人生第一台相机，很满意。很喜欢
Scores: positive=0.995, neutral=0.005, negative=0.000, referral=0.000, community=0.000, discussion=0.000.",chunk_00073
review_evidence,data\camera_sentiment_label.xlsx,索尼,Logistics & Service,positive,Review evidence - Sony (索尼) - Logistics & Service - positive,"Representative review evidence.
Brand: Sony (索尼).
Topic: Logistics & Service.
Rule-based sentiment: positive.
Model-predicted sentiment: positive.
Date: 2025-10-21.
Product spec: E10K黑色套机 官方标配【64G卡+相机套+腕带+电池+座充】.
Review text: 第一次买相机，非常担心翻车，但是很不错的是收到的相机是正品，三码合一，成功注册了，看了眼机头和cmos没有问题，送的电池两个，一个充电器，还送了个相机套。手感很好，感觉不会很塑料。
产品包装：好
外形外观：好
成像效果：好
反应速度：快
便携性能：很小
Scores: positive=0.995, neutral=0.005, negative=0.000, referral=0.000, community=0.000, discussion=0.111.",chunk_00074
review_evidence,data\camera_sentiment_label.xlsx,索尼,Logistics & Service,positive,Review evidence - Sony (索尼) - Logistics & Service - positive,"Representative review evidence.
Brand: Sony (索尼).
Topic: Logistics & Service.
Rule-based sentiment: positive.
Model-predicted sentiment: positive.
Date: 2025-08-28.
Product spec: 黑色拆机身+腾 龙17-70F2.8(大光圈） 套餐三.
Review text: 对比了好几台相机 看了很久才下手 性价比很高 爱不释手 天天把玩着 爱 自己买喜欢的东西真的很有成就感！ 好评快递很快 包装很仔细 推荐
Scores: positive=0.995, neutral=0.005, negative=0.001, referral=0.111, community=0.000, discussion=0.000.",chunk_00075
review_evidence,data\camera_sentiment_label.xlsx,索尼,Performance & Quality,positive,Review evidence - Sony (索尼) - Performance & Quality - positive,"Representative review evidence.
Brand: Sony (索尼).
Topic: Performance & Quality.
Rule-based sentiment: positive.
Model-predicted sentiment: positive.
Date: 2025-08-30.
Product spec: 黑色 16-50标准镜头套装.
Review text: 新相机到手超惊喜！画质清晰细腻，操作简单易上手，轻便便携不压手，拍景拍人都出片，性价比拉满，真心推荐给想入门的朋友！
成像效果：非常好
外形外观：好看，挺酷的
产品包装：包装很好
Scores: positive=0.998, neutral=0.002, negative=0.000, referral=0.333, community=0.000, discussion=0.000.",chunk_00076
review_evidence,data\camera_sentiment_label.xlsx,索尼,Performance & Quality,positive,Review evidence - Sony (索尼) - Performance & Quality - positive,"Representative review evidence.
Brand: Sony (索尼).
Topic: Performance & Quality.
Rule-based sentiment: positive.
Model-predicted sentiment: positive.
Date: 2025-10-14.
Product spec: E10K黑色套机 官方标配【相机包+快拆腕带+品牌电池+座充】.
Review text: 研究了好久终于下手啦，这款相机画质清晰细腻，操作简单易上手，轻便便携颜值高，记录生活好帮手，非常满意！
Scores: positive=0.994, neutral=0.006, negative=0.001, referral=0.000, community=0.000, discussion=0.111.",chunk_00077
review_evidence,data\camera_sentiment_label.xlsx,索尼,Performance & Quality,positive,Review evidence - Sony (索尼) - Performance & Quality - positive,"Representative review evidence.
Brand: Sony (索尼).
Topic: Performance & Quality.
Rule-based sentiment: positive.
Model-predicted sentiment: positive.
Date: 2022-11-03.
Product spec: 白色 16-50标准镜头套装.
Review text: 非常满意，4k固定机位简直无敌，无时长录制限制，可以边充边拍，超采样，还有监听接口，数字热靴，侧翻屏幕
Scores: positive=0.991, neutral=0.007, negative=0.001, referral=0.000, community=0.000, discussion=0.000.",chunk_00078
trend_summary,data\camera_sentiment_label.xlsx,佳能,ALL,ALL,Trend summary - Canon (佳能),"Trend summary for Canon (佳能).
Latest month in data: 2026-03.
Monthly review counts snapshot: 2025-10: 63; 2025-11: 106; 2025-12: 100; 2026-01: 61; 2026-02: 54; 2026-03: 20.
Monthly average positive score snapshot: 2025-10: 0.932; 2025-11: 0.933; 2025-12: 0.915; 2026-01: 0.930; 2026-02: 0.935; 2026-03: 0.930.
Monthly average negative score snapshot: 2025-10: 0.007; 2025-11: 0.007; 2025-12: 0.009; 2026-01: 0.009; 2026-02: 0.008; 2026-03: 0.007.",chunk_00079
trend_summary,data\camera_sentiment_label.xlsx,富士,ALL,ALL,Trend summary - Fujifilm (富士),"Trend summary for Fujifilm (富士).
Latest month in data: 2026-03.
Monthly review counts snapshot: 2025-10: 114; 2025-11: 86; 2025-12: 97; 2026-01: 38; 2026-02: 23; 2026-03: 22.
Monthly average positive score snapshot: 2025-10: 0.907; 2025-11: 0.903; 2025-12: 0.910; 2026-01: 0.911; 2026-02: 0.878; 2026-03: 0.910.
Monthly average negative score snapshot: 2025-10: 0.010; 2025-11: 0.011; 2025-12: 0.011; 2026-01: 0.011; 2026-02: 0.014; 2026-03: 0.010.",chunk_00080
trend_summary,data\camera_sentiment_label.xlsx,尼康,ALL,ALL,Trend summary - Nikon (尼康),"Trend summary for Nikon (尼康).
Latest month in data: 2026-03.
Monthly review counts snapshot: 2025-10: 91; 2025-11: 74; 2025-12: 200; 2026-01: 67; 2026-02: 34; 2026-03: 17.
Monthly average positive score snapshot: 2025-10: 0.928; 2025-11: 0.920; 2025-12: 0.918; 2026-01: 0.930; 2026-02: 0.932; 2026-03: 0.915.
Monthly average negative score snapshot: 2025-10: 0.009; 2025-11: 0.009; 2025-12: 0.009; 2026-01: 0.008; 2026-02: 0.009; 2026-03: 0.011.",chunk_00081
trend_summary,data\camera_sentiment_label.xlsx,索尼,ALL,ALL,Trend summary - Sony (索尼),"Trend summary for Sony (索尼).
Latest month in data: 2026-03.
Monthly review counts snapshot: 2025-10: 157; 2025-11: 44; 2025-12: 17; 2026-01: 10; 2026-02: 13; 2026-03: 9.
Monthly average positive score snapshot: 2025-10: 0.931; 2025-11: 0.926; 2025-12: 0.921; 2026-01: 0.940; 2026-02: 0.917; 2026-03: 0.939.
Monthly average negative score snapshot: 2025-10: 0.008; 2025-11: 0.009; 2025-12: 0.010; 2026-01: 0.006; 2026-02: 0.010; 2026-03: 0.008.",chunk_00082
